adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/tyfO9jHgkhypUFizRVYD0bytPjP.jpg,"[10751, 14]",447273,en,Snow White,"Following the benevolent King's disappearance, the Evil Queen dominated the once fair land with a cruel streak. Princess Snow White flees the castle when the Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young bandit named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom.",13.7481,/oLxWocqheC8XbXbxqJ3x422j9PW.jpg,2025-03-19,Snow White,False,4.3,1601
False,/8ohobj5lAIbl5XWw11FywS3IRrS.jpg,"[16, 10751, 35, 14, 10749]",809,en,Shrek 2,"Happily ever after never seemed so far far away when a trip to meet the in-laws turns into a hilariously twisted adventure for Shrek and Fiona. With the help of his faithful Donkey, Shrek takes on a potion-brewing Fairy Godmother, the pompous Prince Charming, and the ogre-killer, Puss In Boots.",13.66,/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,2004-05-19,Shrek 2,False,7.3,13329
False,/AdyJH8kDm8xT8IKTlgpEC15ny4u.jpg,"[14, 28, 12]",453395,en,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",13.6148,/ddJcSKbcp4rKZTmuyWaMhuwcfMz.jpg,2022-05-04,Doctor Strange in the Multiverse of Madness,False,7.225,10201
False,/5fX1oSGuYdKgwWmUTAN5MNSQGzr.jpg,"[28, 12, 14]",209112,en,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",13.3512,/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,2016-03-23,Batman v Superman: Dawn of Justice,False,5.992,18873
False,/gl0jzn4BupSbL2qMVeqrjKkF9Js.jpg,"[12, 14, 16]",128,ja,もののけ姫,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",13.3166,/cMYCDADoLKLbB83g4WnJegaZimC.jpg,1997-07-12,Princess Mononoke,False,8.325,8895
False,/xgDj56UWyeWQcxQ44f5A3RTWuSs.jpg,"[16, 35, 10751, 14]",2062,en,Ratatouille,"Remy, a rat living in Paris, possesses a palate far more refined than that of his fellow comrades. He dreams of becoming a chef, determined to create culinary masterpieces rather than scavenge for scraps. When fate deposits him in the sewers beneath one of Paris’s most famous restaurants, he finds himself ideally placed to fulfill his dream. Forming an unusual alliance with a bumbling young kitchen worker, Remy begins a daring culinary double life. Together, they must outwit the scheming Head Chef Skinner, evade Remy’s disapproving colony, and impress renowned food critic Anton Ego, who strikes fear in the hearts of chefs all throughout France.",13.1921,/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg,2007-06-28,Ratatouille,False,7.838,18342
False,/AaABt75ZzfMGrscUR2seabz4PEX.jpg,"[28, 12, 14]",297762,en,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,13.1646,/v4ncgZjG2Zu8ZW5al1vIZTsSjqX.jpg,2017-05-30,Wonder Woman,False,7.208,20810
False,/fW4ZCoEZRBqLAJGFQ2g5AdAfPQR.jpg,"[10749, 10751, 16, 14]",10020,en,Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",12.99,/hUJ0UvQ5tgE2Z9WpfuduVSdiCiU.jpg,1991-10-22,Beauty and the Beast,False,7.726,10604
False,/xyXmtuvsoM5J3yNad0nvcetpBdY.jpg,"[12, 14, 28]",49051,en,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",12.9561,/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg,2012-12-12,The Hobbit: An Unexpected Journey,False,7.37,19504
False,/w57nxiBIODAYHLRs1xmrCY9zEFe.jpg,"[28, 18, 14]",1083637,kn,ಕಾಂತಾರ: ಅಧ್ಯಾಯ - ೧,"During the Kadamba reign, King Vijayendra, the ruler of the fictional feudatory land of Bangra, meets his final fate while venturing into the mystical forest of Kantara. Witnessing this, his son Rajashekara seals the borders of their realm. Later, Prince Kulashekara reopens them through a brutal massacre. The protagonist, Berme, in search of prosperity, crosses the divide and ignites a conflict of faith, power, and destiny between the Kingdom and Nature.",12.8036,/ehQPboTPaIMkMUOoNOh8e7pZ5Rp.jpg,2025-10-01,Kantara - A Legend: Chapter 1,False,7.027,73
False,/rrUsh0jODStzpJcDbDvLB1Tl901.jpg,"[16, 14, 28]",1144107,zh,罗小黑战记 2,"When an attack shatters the fragile peace between the spirit world and humanity, Hei teams up with Luye, the last disciple of his Shifu Wuxian, to expose a conspiracy that threatens both realms - and the bond they've sworn to protect.",12.781,/ewZaW4gXqqllOelUpS98T49z6Gl.jpg,2025-07-18,The Legend of Hei 2,False,8.5,46
False,/m8RL50mhMJv2aXAQYIS3K4T490K.jpg,"[16, 10751, 14, 12]",23544,en,The Point,"Years ago, there was a place called The Land of Point, because everything in The Land of Point had one: the barns, the houses, the cars, everything, even the people. Everyone in The Land of Point had a point at the top of its head. Everyone, that is, except Oblio, who was born round-headed. Since he had no point, Oblio, along with his trusty dog, Arrow, was banished to the Pointless Forest. Join them to see what wonders await these two intrepid travelers as they make their way on their amazing, song-filled journey of discovery!",12.6992,/aKeEBYEvbpGarecszr4MyOxgjPo.jpg,1971-02-02,The Point,False,6.9,63
False,/rcEDPOOOUTLFxLLQJggfLffbofe.jpg,"[16, 28, 14]",810693,ja,劇場版 呪術廻戦 0,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",12.5894,/23oJaeBh0FDk2mQ2P240PU9Xxfh.jpg,2021-12-24,Jujutsu Kaisen 0,False,8.11,1697
False,/uzIGtyS6bbnJzGsPL93WCF1FWm8.jpg,"[12, 28, 14]",1865,en,Pirates of the Caribbean: On Stranger Tides,"When Jack crosses paths with a woman from his past, he's not sure if it's love...or if she's a ruthless con artist using him to find the fabled Fountain of Youth.",12.5131,/keGfSvCmYj7CvdRx36OdVrAEibE.jpg,2011-05-15,Pirates of the Caribbean: On Stranger Tides,False,6.565,14852
False,/1jHxkVXMI5s3vRiyiZooUy1shB5.jpg,"[12, 14, 28]",285,en,Pirates of the Caribbean: At World's End,"After losing Captain Jack Sparrow to the locker of Davy Jones, Will Turner, Elizabeth Swann, and Captain Barbossa journey to the ends of the earth to rescue him. And as the East India Trading Company tightens its grip on the seas under Lord Cutler Beckett—now in control of Davy Jones—the fate of piracy hangs by a thread. Now, they must unite the pirate lords for one final stand. But as loyalties are tested and alliances shift, each must ultimately choose where they stand in the battle for freedom on the high seas.",12.3949,/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg,2007-05-19,Pirates of the Caribbean: At World's End,False,7.266,15343
False,/m6ciqp691frwE1nNeMgWFBr0AZf.jpg,"[28, 14, 12]",931285,en,Mortal Kombat II,"The fan favorite champions—now joined by Johnny Cage himself—are pitted against one another in the ultimate, no-holds barred, gory battle to defeat the dark rule of Shao Kahn that threatens the very existence of the Earthrealm and its defenders.",12.3913,/io7wVbm9VKaanIcuAymCDy9dmjU.jpg,2026-05-06,Mortal Kombat II,False,0.0,0
False,/oG9dcGSSu13fjFp1Uly15ZXjRKV.jpg,"[16, 10751, 14, 12, 35, 10749]",11970,en,Hercules,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",12.3148,/dK9rNoC97tgX3xXg5zdxFisdfcp.jpg,1997-06-13,Hercules,False,7.491,7871
False,/59vDC1BuEQvti24OMr0ZvtAK6R1.jpg,"[14, 12, 16, 10751]",10191,en,How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",12.1932,/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,2010-03-18,How to Train Your Dragon,False,7.857,14254
False,/cDJ61O1STtbWNBwefuqVrRe3d7l.jpg,"[12, 14, 28]",10195,en,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",12.162,/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,2011-04-21,Thor,False,6.769,22217
False,/9XhZhoSnFJ3AjpfzdIiZVHLQIS4.jpg,"[28, 35, 80, 14]",9470,cn,功夫,"It's the 1940s, and the notorious Axe Gang terrorizes Shanghai. Small-time criminals Sing and Bone hope to join, but they only manage to make lots of very dangerous enemies. Fortunately for them, kung fu masters and hidden strength can be found in unlikely places. Now they just have to take on the entire Axe Gang.",12.1406,/exbyTbrvRUDKN2mcNEuVor4VFQW.jpg,2004-02-10,Kung Fu Hustle,False,7.49,3129
False,/jsoz1HlxczSuTx0mDl2h0lxy36l.jpg,"[14, 28, 35]",616037,en,Thor: Love and Thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",12.1179,/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,2022-07-06,Thor: Love and Thunder,False,6.373,8479
False,/mXLVA0YL6tcXi6SJSuAh9ONXFj5.jpg,"[878, 12, 10751, 14]",601,en,E.T. the Extra-Terrestrial,"An alien is left behind on Earth and saved by the 10-year-old Elliott who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliott, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.",11.3587,/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg,1982-06-11,E.T. the Extra-Terrestrial,False,7.513,11916
False,/xLMJCCSatxENpHO9rLW9yD8A12C.jpg,"[16, 878, 18, 14]",18491,ja,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,"SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity.",11.1877,/j6G24dqI4WgUtChhWjfnI4lnmiK.jpg,1997-07-19,Neon Genesis Evangelion: The End of Evangelion,False,8.262,1825
False,/rrUsh0jODStzpJcDbDvLB1Tl901.jpg,"[16, 14, 28]",1144107,zh,罗小黑战记 2,"When an attack shatters the fragile peace between the spirit world and humanity, Hei teams up with Luye, the last disciple of his Shifu Wuxian, to expose a conspiracy that threatens both realms - and the bond they've sworn to protect.",12.781,/ewZaW4gXqqllOelUpS98T49z6Gl.jpg,2025-07-18,The Legend of Hei 2,False,8.5,46
False,/AecGG1XVCmkk7fT10ko3FC0dLIP.jpg,"[14, 28, 27]",1043197,en,Dust Bunny,"Ten-year-old Aurora asks her hitman neighbor to kill the monster under her bed that she claims ate her family. To protect her, he must battle an onslaught of assassins while accepting that some monsters are real.",11.3626,/qa5aZpO8tQqhlDaE0flalS1TuIS.jpg,2025-12-11,Dust Bunny,False,6.578,228
False,/cDJ61O1STtbWNBwefuqVrRe3d7l.jpg,"[12, 14, 28]",10195,en,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",12.162,/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,2011-04-21,Thor,False,6.769,22217
False,/a0GM57AnJtNi7lMOCamniiyV10W.jpg,"[16, 14, 18]",508883,ja,君たちはどう生きるか,"While the Second World War rages, the teenage Mahito, haunted by his mother's tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy's mother. As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one.""",11.9616,/4GKye5dR4uJyYbcyTveSue1gATD.jpg,2023-07-14,The Boy and the Heron,False,7.407,2586
False,/xSD0q1FiuZkvHuy7uscOLbmd1hR.jpg,"[12, 28, 14, 18]",13494,en,Red Sonja,A young girl rises from the ashes of tragedy to become the most feared warrior woman of all time: the She-Devil with a Sword.,11.063,/aE3yh4y0h96CZZpLo0UDFMWZAA9.jpg,2025-07-31,Red Sonja,False,5.713,214
False,/9XhZhoSnFJ3AjpfzdIiZVHLQIS4.jpg,"[28, 35, 80, 14]",9470,cn,功夫,"It's the 1940s, and the notorious Axe Gang terrorizes Shanghai. Small-time criminals Sing and Bone hope to join, but they only manage to make lots of very dangerous enemies. Fortunately for them, kung fu masters and hidden strength can be found in unlikely places. Now they just have to take on the entire Axe Gang.",12.1406,/exbyTbrvRUDKN2mcNEuVor4VFQW.jpg,2004-02-10,Kung Fu Hustle,False,7.49,3129
False,/hkAVgWvAMmM8tj9CDEvGqMdNQBE.jpg,"[35, 14]",72105,en,Ted,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",10.8191,/1QVZXQQHCEIj8lyUhdBYd2qOYtq.jpg,2012-06-29,Ted,False,6.449,13073
False,/AaABt75ZzfMGrscUR2seabz4PEX.jpg,"[28, 12, 14]",297762,en,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,13.1646,/v4ncgZjG2Zu8ZW5al1vIZTsSjqX.jpg,2017-05-30,Wonder Woman,False,7.208,20810
False,/lAs4Y5a8Pi86xDwuv8cx2prOVI2.jpg,"[12, 10751, 14, 10749]",447277,en,The Little Mermaid,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",10.9341,/ym1dxyOk4jFcSl4Q2zmRrA5BEEN.jpg,2023-05-18,The Little Mermaid,False,6.3,3281
False,/rQaHA74pevnGsxcKGaoZVGWe9TC.jpg,"[16, 10751, 18, 10402, 14]",508442,en,Soul,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",11.1742,/6jmppcaubzLF8wkXM36ganVISCo.jpg,2020-12-25,Soul,False,8.092,11315
False,/reQELo8rDiLIOoYIA7M6q7KGRW0.jpg,"[16, 12, 14, 10751, 878]",804370,fr,Arco,"10-year-old Arco lives in a far future. During his first flight in his rainbow suit, he loses control and falls into the past. Iris, a girl his age from 2075, comes to his rescue and tries by all means to help send him back to his era.",10.5972,/mWlvHFxTDhq9O5WSOHywa32QIez.jpg,2025-10-22,Arco,False,7.453,172
False,/xPpXYnCWfjkt3zzE0dpCNME1pXF.jpg,"[16, 28, 14]",635302,ja,劇場版「鬼滅の刃」無限列車編,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",10.9151,/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,False,8.199,4448
